Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Bakı,,Kia,Sorento,2010,Offroader / SUV,Boz,,2.0 L/184 a.g./Dizel,232 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",İsmayil,Salam masin tecili satilir ve ya on onbes min deyerinde masinla barter edilir bez kirasqa hec bir puroblemi yoxdu yeddi neferlikdi,26 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F34%2F29%2F20931432-8b3c-49fa-9ab6-65868d46b76a%2F3699_H9_kHpYrF5FxjeIpYm3kdg.jpg
Bakı,,Land Rover,Range Rover,2017,Offroader / SUV,Yaş Asfalt,,3.0 L/340 a.g./Benzin,85 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Nadir,"Maşının heç bir problemi yoxdur. Qaraj şəraitində Saxlanılıb, Servisdə qulluq olunur.!
Maşın Bakıdadır.",66 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F17%2F30%2F27%2Fcc54277b-4917-43f4-a25e-095afb801b5e%2F88099_4KFGMXQyQpVZeAl8qXALgQ.jpg
Bakı,,Opel,Astra,2006,Hetçbek,Bej,,1.4 L/90 a.g./Benzin,220 000 km,Mexaniki,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",Ayxan,,11 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F15%2F19%2F00%2Fe261a4af-be95-433d-875e-0ef06c4c7c87%2F88104_SlPFGAMC6x7mLhJ1jnZCQw.jpg
Bakı,,Nissan,X-Trail,2004,Offroader / SUV,Boz,,2.0 L/140 a.g./Benzin,221 000 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Anar,"Masin saz veziyyetdedir
Mator karobka superdir
Mator Saat kimi işleyir
Karobkada vurma gecikme yoxdur
Vuruq udar yoxdur
Kondisioner buz kimi
Peç ideal işleyir
Salon cox seliqelidir
Zavod Monitor ve Arxa Kamera
Yalniz Real alici zeng etsin",13 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F12%2F31%2F07%2Fffc98e65-b25a-41fb-ad12-2f1de22c1aea%2F3799_teY-l7eoAHyNnedXeHeK9Q.jpg
Bakı,,Volkswagen,Passat,2016,Sedan,Yaş Asfalt,,1.8 L/180 a.g./Benzin,215 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Tural,"Avtomobil ideal vazıyettedır.
Hec bır nasazlıgı yoxdur.
Yüngül kosmetik işləri var , kosmetik işləri nəzərə alaraq qiymət belə yazılıb.
Yag yemir! Sürətler qutusu sade ,DSQ deyil .
Hər bir funksiyasi işləkti ,cox genish salonu var.
Olkədən köcmə ilə alaqədər satılır
Nagd odeniş 20.500 AZN
9000 AZN ilkin ödəniş edərək bu gözəl avtomobili əldə edə bilərsiniz .",20 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F32%2F25%2Fc939851a-5fb9-4449-b194-54a4818591f3%2F58513_OGsL5PXw2s4gLUzcJqn0pw.jpg
Bakı,,Hyundai,Elantra,2014,Sedan,Yaş Asfalt,,1.6 L/115 a.g./Dizel,148 296 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Elmeddin,Salam masin bezkraskadir harda isdesez aparib yoxlatdirmaq olar mator karopqa ideal vezyetdedi salonda sökük yoxdu tekerleri tezedi qiymet baresinde endirim olacaq rul qizdirici sidenik qizdirici guzgu qatlanan star stop acarsiz daxil olma var. Bezi leş masinlarla bir tutmayin gelib baxib goreceksizki masin nece idealdi,23 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F17%2F46%2F41%2Fec4cdcd1-e8fc-4b8a-9c26-964bcc9e253d%2F25244_KFjfV-ABUnfaCPb0h_X_HQ.jpg
Qusar,,LADA (VAZ),2106,2005,Sedan,Göy,,1.6 L/75 a.g./Benzin,90 000 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Xanbaba,Salam maşın yaxşı vəziyyətdədi 06 mator karopka 5 gündəlik sürülən maşındı,5 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F37%2F35%2Fdc85d3bd-e608-4647-a056-f1fdd71dd912%2F3711_zAeCUXLtykLooYA04y_DjA.jpg
Sumqayıt,Avto Cars 017 Sumqayıt,Toyota,Prado,2013,Offroader / SUV,Ağ,,2.7 L/163 a.g./Benzin,161 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"K R E D I T M U M K U N D U R !!maximum kredit muddeti 3 il AZN-LE.Kreditle masin alan musterilerin nezerine !! iki saat erzinde Masin aformut olunub musteriye tehvil verilir!!! Zehmet olmasa kreditle isteyen musteriler ikinci nomre ile elaqe saxlasin!!
- Avtomobilin texniki ve elektron sisteminde hec bir problem yoxdur ve xerc teleb etmir.Istenilen yerde yoxlatdira bilersiniz.
UNVAN:Sumqayıt şəhərinin girişi sülh küç,gömrük idarəsinin yanı.Avto Cars 017",25 900 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F09%2F12%2F22%2Fbf0aeebc-23a4-4034-bfc3-0ed6a549ab99%2F3776_fZTQ6aYWNgS1NBi5mvgitA.jpg
Bakı,,BMW,X5,2004,Offroader / SUV,Qara,,4.4 L/286 a.g./Benzin,285 000 km,Avtomat,Tam,,,2,"Vuruğu yoxdur, rənglənməyib",Musa,"Salam masin əla vəziyyətdədir.mator N62 təzə matordu.karopka udeal vəziyyətdədir vurmur gecikmir.razdatka ideal.4 pnevma.zavod 4,8 kuzadi.təkərlər təzədi.arijinal qara fialet zavod patpres.4,8 qirilan oturacaqlar.android manitor.aparatura.zavod manitorunu verəcəm islək vəziyətdədir.bir soznən otur sur.",18 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F14%2F19%2F22%2F073dce82-0cd2-40cd-b868-70b6f5421d41%2F3725_J-begjRGukfU9Uuxy0kRtw.jpg
Bakı,,Nissan,Note,2015,Hetçbek,Mavi,,1.2 L/99 a.g./Benzin,35 217 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Elvin,"Avtomobil Ölkəyə Yeni Gətirilib.
..... FuLL Variantı .....
( Verilən Yeni Qərara Görə ( UTİLİZASİYA Haqqı ) AZƏRBAYCANA Gələn Yeni Avtomobillərdə 1000 Azn Artım olacaq. Yəni Bu qiymətə Olmayacaq ).
2015 ci İl, Alış 2016.( Texpasporta 2015 ci il Qeyd Olunub )
Rəngi Mavi Zərli ( şirin Rəngi var )
Özünə Ekonom, Rasxodsuz, Dözümlü, Rahat, Səliqəli və ən əsası FULL MODEL istəyənlər Üçün Əla bir Seçimdir.....
Avtomobildə Udar , Pas, Çürük Dəyişilən Detal Qəti yoxdur. MATOR, KAROPKA, PEREDOK Əla Vəziyətdədir.
Kasmetika Və Ya Ximçiskaya Ehtiyac Yoxdur.Avtomobilin Altıda Üstüdə Təmiz Və Əla vəziyətdədir.
Təkərlərin 4də Brigistone və Yaxşı Vəziyətdədir.
● 360 ° ( Dərəcə) Kameralı.
● İşıq Sensoru.
● Zavod Led Qaşlı Və lupa Ksenon Faralar.
● Yan Güzgülərdə Qaşlı işıq Və Kameralar.
● Ön Və Arxa Park Radar.
● Ön Qapıların Və Arxa Baqajın Açarsız Açılıb Bağlanması ( Ruçkaların Üstündə Sensorlu Knopkalar).
● Yan Güzgülərin İçəridən Bağlanıb Və Açılması.
● Star - Stop ( Açarsız Mühərriki İşə Salma).
● Eco VƏ Sport.
● Klimat Kondisioner.
● AutoHold ( Svetaforda və Ya Dayananda ayağıvızı Tormuzun Üstündə Saxlayanda Mühərrik Avtomatik Sönür. Ayağıvızı Çəkəmdə avtomatik İşə Düşür).
● Zolağ Tanıma.Düz xətti Üstündə olarkən Avtomatik Xəbərdarlıq edir.
● Böyük Manitor.
●Arxa və Yan Görüntülü Kameralar
●Rəngli Pribor.
● Zavod Katalizatoru Üstündədir.
●Zavoddan Yeni Çıxmış Avtomobildən Qəti Seçilmir ...!!!
Real Alıcıya Kreditə ( LİZİNGƏ ) Salmağada Köməklik Görsədə Bilərəm.
Minimum İLKİN ÖDƏNİŞ 5195 Azn
24 Ay - 620 Azn
36 Ay - 468 Azn
48 Ay - 395 Azn
İLkin Ödənişə Bütün Xərclər Daxildir...",14 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F25%2F18%2F15%2F14%2Ff777c632-cbc8-4d06-b97d-e0ac29bbdb76%2F84984_qfCpgI6nEgXewrnEWJOOAg.jpg
Bakı,,Ford,Fusion,2017,Sedan,Yaş Asfalt,,1.5 L/184 a.g./Benzin,6 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Şəmisdan,Salam hərkəsə bezdetal maşındır qətiyən udar vurux yoxdur 2 - 3 yerində əl boyda ən böyükübatıxı birqarış yarım belə batıxları olub dal qabax patpresi cata körə arkinalı ilə dəyişib bunlara cızıx batıxa körə krasqalanıb vəsalam dəymiş vurulmuş maşınlarla müqayisə etməyin xayiş maşın təzə maşından qətiyən secilmir 100 faiz bez detaldı cox səliqəlidi mator karofqa yagı və cəmi yag hava filtirləri dəyişif qoymuşam qapıya sürməyə vaxt yoxdu mator karofqa salonu elektron peci kandisaneri imumi xadavoyu turbosu kameraları və sidenyə qızdırıcı işıxları hamısə hələ yaza bilmədiklərim hissələri belə idyalın idyalı bir manata ehtiyacı yoxdu başqa cox yazıb uzatmax isdəmirəm təsuratı kələnlər özləri körəcəklər qardaşa qismət olası maşındır xoşniyətlə satılır başqa maşın cip almaxdı niyətim uca allah alanada satanada cox cox xeyir versin inşallah,22 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F05%2F22%2F36%2F38%2F38b71adb-47d1-408f-8d2e-376793255c23%2F56337_WV8HO_fpsfzPwfGX-mnvqw.jpg
Bakı,,Opel,Astra,2005,Universal,Gümüşü,,1.3 L/90 a.g./Dizel,231 741 km,Mexaniki,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Xalid,KREDİTLE verilir. İlkin ödeniş 4800 Azn + 24 ay 450 Azn. Maşın çox yaxşı veziyyetdedir.,11 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F13%2F38%2F45%2Ff0e0bf74-ae76-4cb1-afb4-1ae9ff98a5f9%2F3781_s0FFJgew5pQI-7NyZhP_Dw.jpg
Bakı,555 Cars,BMW,528,2014,Sedan,Qara,,2.0 L/245 a.g./Benzin,192 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,"Masin tam ideal veziyetdedi. Motor karopqasi tam idealdi. Xadavoyu tam eladi. Elektironikasi tam idealdi. Vuruq udari olmayib. Tam M5 e yiqilib ve senetde qeyd olnub. En full komplektasiyadi. Salonmuzda barter ve kreditde movcutdur. Ilkin 50% odenis etmekle catmayan pulunu 24/36/40 ayadek kredite saldirmaqa komeklik ede bilerik. Unvan: Bakı şəhəri, Binəqədi rayonu (pasyolka kirov) (Banu çiçək restornın və baksol 🚦 işıqforunun yani) 🟠 narinci BP/petrolun⛽️ içi AVTOSALON",33 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F12%2F01%2F54%2F05%2F76a9482e-83cc-4b7f-b101-8b76982e0a76%2F37974_wJeh_EGLtxjeFaJgkNWHOg.jpg
Bakı,,Mercedes,C 200,1998,Sedan,Gümüşü,,2.0 L/136 a.g./Benzin,250 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Anar,Salam mator karobqa eladir yapoka sol rul pirkitqa deyil guzqukatlanir,12 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F18%2F26%2F28%2Fb43707ab-3c02-4766-93ac-ed89d4a284df%2F54709_lgQ9L-micfRor5cO-2OEXA.jpg
Bakı,,BMW,528,2000,Sedan,Açıq yaşıl,,2.8 L/193 a.g./Benzin,298 000 km,Avtomat,Arxa,,,3,"Vuruğu yoxdur, rənglənməyib",Namik,,8 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F37%2F23%2Fc56e6013-ccee-4fbb-9151-d5199284a634%2F25229_8fcFDn8EICwis9ZRvlCLgw.jpg
Sumqayıt,Avto Cars 017 Sumqayıt,BMW,525,2003,Sedan,Qara,,2.5 L/218 a.g./Benzin,157 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",,"K R E D I T M U M K U N D U R !!maximum kredit muddeti 3 il AZN-LE.Kreditle masin alan musterilerin nezerine !! iki saat erzinde Masin aformut olunub musteriye tehvil verilir!!! Zehmet olmasa kreditle isteyen musteriler ikinci nomre ile elaqe saxlasin!!
- Masinin 1 Xazeyni olub
- Masinda Vuruq Udar Qetiyyen yoxdur
- Avtomobilin texniki ve elektron sisteminde hec bir problem yoxdur ve xerc teleb etmir.Istenilen yerde yoxlatdira bilersiniz.
UNVAN:Sumqayıt şəhərinin girişi sülh küç,gömrük idarəsinin yanı.Avto Cars 017",16 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F09%2F25%2F42%2F4bb033eb-d919-490c-a1c7-6337bfa9ea21%2F3784_a_oHCW2wcQZzBgqtExyT6g.jpg
Bakı,,Nissan,Sunny,2007,Sedan,Gümüşü,,1.6 L/107 a.g./Benzin,239 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənib",Azad,Salam masin tam ela vezyetdedir mator karobka peredok tam ideal vezyetdedir kuzada vuruq udar yoxdur ter temizdir salon seliqelidir yalniz real alicilar zeng etsin,11 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F05%2F13%2F44%2F33%2F4ac14c15-eb44-4ee6-9f5b-7f8f4fa7fe0f%2F3773_oLJnP-Kpcxm63zM2tutc-Q.jpg
Şamaxı,,Opel,Astra,2005,Hetçbek,Qara,,1.4 L/90 a.g./Benzin,175 000 km,Mexaniki,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",Elkin,"Maşinda hecbir prablem yoxdu mator,karopqa yaginda teze deyismisem,tekerler tezedi . Sadece ikinci masin oldugu ucun satiram . Ciddi alici narahat elesin maşina baxdixdan sonra az endirim olacax.",12 200 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F17%2F12%2F50%2F38%2F65724c9b-8935-4a46-b780-4d6d62aa293a%2F88114_EeSrAvcjDepYkTwOQY1i6w.jpg
Bakı,,Toyota,Prado,2013,Offroader / SUV,Qara,,2.7 L/163 a.g./Benzin,138 500 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Qabil,"2014 Model , Polnu Full , Boyuk Manitor , avto pilot , memory control , elektron oturacaqlar , hec bir problemi yoxdur , harda istesez yoxlatdira bilersiz.",31 600 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F02%2F16%2F33%2F47%2Ff5d3637c-855a-42a7-82f5-afbb2bd6ed27%2F88114_sgt4YGCd3tD3xL5r8ftKmw.jpg
Bakı,GWM Azerbaijan,GWM,Tank 300,2023,Offroader / SUV,Boz,,2.0 L/220 a.g./Benzin,0 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"GWM brendinin Azərbaycandaki rəsmi distributoru olan
""Azərbaycan Avtomobiles"" şirkəti avtomobillərinə 5 il və ya 100 000 km zəmanət təqdim edir.
Avtosalonda 60 ay müddətinədək cəmi 12% kredit və 18% lizinq şərtləri mövcuddur.
Avtomobillər haqqında daha ətraflı məlumatı eldə etmək və Test-Drive keçirdmək üçün Sizi
Bakı şəh., Babək pr. 282 ünvanında yerləşən rəsmi satış mərkəzimizə dəvət edirik.
Mühərrik 2.0 GDIT, 1998 sm3 4WD
At gücü / 220 / 162 kw, 380 Nm
Sürətlər qutusu, 8 pilləli avtomatik
Ön asqı: Qoşa dirəkli
Arxa asqı: Çox keçidli, qeyri-müstəqil
Ötürücü, 4 təkərdən ön çəkmə. 4WD
ANCAP: Avtomobil təhlükəsizliyi reytinq 5 ulduz
Klirens, 224mm
Uzunluğu – 4760 mm, eni – 1930 mm, hündürlüyü – 1903 mm
Təkər bazası, 2750 mm
Çəki, 2155 kq
Yanacaq istehlakı, l/100 km / 9.5l (qarışıq rejim) A92 >
Çənin yanacaq tutumu, 75L
Təkər ölçüsü, 265/65/R17
LED arxa fənərlər
Avtomatik yaxın və uzaq vuran işıq
""Follow me home"" fara funksiyası Hündürlüyü tənzimlənən faralar Yan pilləkən
Dam Relsləri
Elektron Sükan (EPS)
Sükan çarxının tənzimlənməsi (4-istiqamət) Sürət sensorlu sükan
Sükan rejiminin tənzimlənməsi (İdman/Komfort/İşıq) Arxa Diferensial Kilidi (Elektron)
Dəri qızıdırılan sükan
Start Stop
Şəffaf Şassi funksiyası
Baqaj Kabini 12V Elektrik Çıxışı
Sürücü oturacağının 6 istiqamətli elektrik tənzimlənməsi
Ön sərnişin oturacağının 4 istiqamətli elektrik tənzimlənməsi
Dəri oturacaqlar
Klimat Kontrol",64 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F27%2F13%2F57%2F49%2Fd8280407-f6d0-4350-8d1a-b026a51e17f0%2F3650_x1XkSivXLXkxYMBszOpVaA.jpg
Bakı,,Hyundai,Tucson,2020,Offroader / SUV,Ağ,,2.0 L/150 a.g./Benzin,73 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Kamran,"Maşın 2020- ilindir. Full Versiyadır. 92 benzinle islenir. Otoplazadan alınıb. Zamanətdıdir.
Barter mümkündür",43 300 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F29%2F15%2F07%2F00%2F9be789de-6cb5-4aba-a6b0-8e3a93c48dcd%2F3781_JZ7C0Ys4yXe3HVDfv-AYYg.jpg
Bakı,,Hyundai,Accent,2012,Sedan,Ağ,,1.4 L/107 a.g./Benzin,224 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Abdullah,Maşın servisdi. udar gormuyub.mator karopka yaxşi vəziyyətdədi,15 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F06%2F49%2F6cf79d04-73df-43a9-be77-5d65a127b628%2F3795_JHxLIvDC17Ihy4cY3ix97Q.jpg
Bakı,,Hyundai,Elantra,2019,Sedan,Qara,,2.0 L/150 a.g./Benzin,93 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Nuru,Avtamabill ideyall vazyatdadirr 50% ilkin odanis etmaklaa kreditt mummkundur,25 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F16%2F11%2F45%2F28%2F70ccba04-f484-4d7a-af82-954ef68f9d07%2F88088_lVzFgRQTRrPabI4n8dWgAQ.jpg
Bakı,555 Cars,Nissan,Terrano,2002,Offroader / SUV,Yaşıl,,2.7 L/130 a.g./Dizel,278 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Masin tam ela veziyetdedi. 2.7 dizel matordu saxe matordu. Motor karopqasi tam idealdi. Xadavoyu tam ela veziyetdedir. En full variantdi aftomat karopqa,Luk, koja salon elektiron otracaqlar. Tezeliyinden 1 sahibi olub. Buqqunku gune hecbir xerc teleb etmir. Tekerleri teze veziyetdedi. Salonmuzda barter ve kredit mumkundur. Ilkin odenis 40/50% ni odemekle qalanni 12/24/36/40 ayadek kredite saldirmaq mumkundur. UNVAN: BAKI WEHERI BINEQEDI RAYONU (Banu cicek restorani yani baksol iwiqforunun yani)narinci rengde BP/petrolun icerisi AVTOSALON 555Cars. Xeritede yazdiqda 555 Cars bineqedi cxir unvanimiz.",10 800 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F28%2F20%2F15%2F15%2F700880a4-78fa-4586-ba0e-01effccf8082%2F88124_8UVWdPKw-S1Yc56FCDGKsw.jpg
Bakı,,Porsche,Panamera GTS,2019,Liftbek,Qara,,4.0 L/460 a.g./Benzin,102 000 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Kənan,"Panamera GTS ( Polnu Full )
Porsche Bakı Mərkəzindən alınıb və orda xidmət olunur.
Bez Kraska , İdeal vəziyyətdədir.
Qiymətdə cuzi endirim edəcəm
Barter yoxdur",79 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F18%2F14%2F22%2F29%2F67366bb3-e7b1-491f-b067-60aa94beba8e%2F3800_i6fvZ4c5bkYrLvWmqfk1jw.jpg
Bakı,Həmid Sumqayıt,LADA (VAZ),2107,2008,Sedan,Ağ,,1.6 L/75 a.g./Benzin,99 009 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,kreditle verilir ilkin 2300 az 400 az 15 ay,6 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F45%2F30%2F1c7735a0-ba1b-4506-96bf-36e1d5bb2513%2F3708_oY49OI4IxIZ5X0kPqQatPA.jpg
Bakı,,Hyundai,Elantra,2018,Sedan,Gümüşü,,2.0 L/150 a.g./Benzin,62 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Aydin,"Masin ideal vəziyyətdədir
Bakiya yeni gelib ,bakida sürülməyib.
Sade motor, Sade karobka.
R17 disk,təkər.
Kruq fiolet plonka",23 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F16%2F16%2F03%2Fe077a870-3249-47a0-9ba3-5516f72fa1de%2F3728_zpbftU2Zi_-63RQ7fY-WIw.jpg
Bakı,S+ Cars,Audi,Q7,2017,Offroader / SUV,Göy,,3.0 L/333 a.g./Benzin,85 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"Rəsmi dillerdən alinib.
Tam ful.
Rəng dəyən detali yoxdur.
Lizinq ṣərti mümkündür",39 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F05%2F14%2F29%2F31%2F920e843d-fbab-4966-bdad-1223ee3c8b15%2F3793_hDdoNd6VQC0csdplQ4sH8w.jpg
Bakı,TT Cars,BMW,i5,2023,Sedan,Qara,,0.0 L/601 a.g./Elektro,0 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Avtomobil İmprotex Motors servisinden alinib.Rəsmi diller tərəfindən 8 il zəmanətdədir. 0-100 km 3.8 saniyə.
601 PS.İndividual disklər R 21
Alqı satqı köçürmə ilə də mümkündür",106 500 EUR,https://turbo.azstatic.com/uploads/full/2023%2F11%2F14%2F10%2F50%2F53%2F4e7212ab-e679-42b5-a3e2-8c107c821884%2F3790_cMw53PWzItiVA5V3_y0RkQ.jpg
Bakı,Chery Azərbaycan,Chery,Tiggo 8 Pro e+,2023,Offroader / SUV,Boz,,1.5 L/326 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"EFENDİLER Motors CHERY avtomobillərin rəsmi idxalçısıdır.
-----
İllik 10% olmaqla 60 ay müddətinə qədər eksklüziv kredit şərtləri.
-----
PHEV ( Plug-in Hybrid)
Tam şarj ilə 80 km məsafə.
Hybrid + Ai-92 yanacaqla tam 950 km məsafə qət etmə imkanı.
Orta yanacaq sərfiyyatı - 1,5 litr / 100 km.
-----
8 il və ya 200 000 km ZƏMANƏT.
-----
• ABS+EBD.
• BOS (Əyləcin səthə uyğun tənzimlənməsi).
• ESP (Elektron stabilləşdirmə sistemi).
• TCS (Dartı qüvvəsinə nəzarət).
• EBA (Qəfil əyləcləmə sistemi).
• HAC (Yoxuşdan hərəkətə başlamaq üçün köməkçi sistem).
• TPMS (Təkərlərin hava təzyiqinin nəzarət sistemi).
• 3 sürüş rejimi ( EV Normal, HEV Normal, HEV Sport).
• ISOFIX.
• 360 dərəcə kamera.
• Arxa və qabaq parklanma sensorları.
• Ölü zonalara nəzarət sistemi.
• ACC (Adaptiv Kruiz-kontrol).
• AEB (Avtomobil və piyadalarla qəza əlehinə asistent).
• FCW (Ön toqquşma xəbərdarlığı) və RCTA (Arxa toqquşma xəbərdarlığı).
• TSR (Yol nişanların tanıma sistemi).
• LDW (Zolaqdan çıxma xəbərdarlığı) və LKA (Zolaqda saxlama asistenti).
• Sürücü,sərnişin üçün ön və pərdə tipli hava yastıqları.
• İsidilən, elektrik tənzimlənən, elektron qatlanan və avtomatik qaralan yaddaş funksiyalı yan güzgülər.
• Sürücü oturacağın 6 istiqamətdə elektron tənzimlənməsi.
• Sürücü oturacağının 4 istiqamətdə elektron tənzimlənən bel hissəsi.
• Sürücü oturacağın yaddaş paketi.
• Sərnişin oturacağın 4 istiqamətdə elektron tənzimlənməsi.
• Arxa oturacaqdan 4 istiqamətdə idarə olunan ön sərnişin oturacağı (BOSS Button).
• Ön oturacaqların isidilməsi və soyudulması.
• İki zona klimat kontrol sistemi.
• Məsafədən idarəetmə pultu（məsafədən işəsalma funksiyası ilə）
• Açarsız mühərriki işə salma (Start-Stop) və açarsız daxil olma (Keyless entry).
• Panorama lyuk
• Dəri oturacaqlar.
• Yağış və işıq sensoru.
• LED: arxa fənərlər və gündüz işıqları.
• Full LED faralar.
• İHBC (Yaxın-uzaq işıqların avto rejimi).
• İnteryerin atmosfer işiqlanması.
• SONY Premium səs-sistemi.
• Dəri örtüklü multi-sükan.
• EPS (Sükan elektrogücləndiricisi).
• Autohold funksiyalı əyləclər.
• 235/55 R18 ölçülü şinlər və 18’ Yüngül lehimli disklər.
• Wireless Charging (Naqilsiz şarj etmə paneli).
• 3 USB giriş və 12V girişi.
• 12,3` monitor (Bluetooth+USB+Mirror link), 8 audiodinamik və Android Auto, Apple Car Play.
• 12,3-düymlük LCD cihazlar paneli və 8-düymlük LCD klimat idarəetmə paneli.",56 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F03%2F09%2F15%2F12%2F27%2F9a2ba0f4-ade5-40c0-95fb-2bdc63eeeb4b%2F27266_Cdu4rLHgSgu55jS1Wrejxw.jpg
Bakı,FF Avto,Toyota,Land Cruiser,2009,Offroader / SUV,Qara,,4.0 L/282 a.g./Benzin,170 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Kredit Şərtlərimiz :
Lizinglə Ilkin Ödəniş : 19.000 Azn
Daxili Kreditlə Ilkin Ödəniş : 28.000 Azn
Aylıq ödənişlər avtosalonda hesablanır.
3 aydan 36 aya qədər hissə hissə ödüyə bilərsiz.
(Zamin və Rəsmi gəlir tələb olunmur.!)
Barter mövcuddur. (Ilkin ödəniş olaraqda avtomobilinizi təklif edə bilərsiz)
*****************************************
Avtomobil haqqında ümumi məlumat :
Avtomobil Tam Ideal veziyyetdedir. Polnu Full Salondur. Vurugu udari yoxdur. 2014 cu ile yigilib.
Mator, Karopka, Kuza , Xadovoy Ideal vəziyyətdədir.
Salonu ve Kosmetikasi idealdir.
*******************************
Alıcı avtomobili istenilen yerde yoxlatdira biler.
Ünvan : Badamdar Maşın Bazarının girişi.",29 300 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F11%2F24%2F24%2F84020dd0-ce08-4534-baa3-2f9c5cf336fa%2F88078_SfrX2YpfcLPx8wsN_5GcQA.jpg
